,Cities,Countries
109760,Taşlı,Turkey
109761,Taşkent,Turkey
109762,Taşdelen,Turkey
109763,Bakırdağı,Turkey
109764,Taşağıl,Turkey
109765,Tarsus,Turkey
109766,Taraksu,Turkey
109767,Taraksu,Turkey
109768,Tanyeri,Turkey
109769,Tanır,Turkey
109770,Talas,Turkey
109771,Tahtaköprü,Turkey
109772,Tahir,Turkey
109773,Suvarlı,Turkey
109774,Şenocak,Turkey
109775,Pavlu Cebel,Turkey
109776,Susurluk,Turkey
109777,Suruç,Turkey
109778,Avine,Turkey
109779,Sürgü,Turkey
109780,Sulusaray,Turkey
109781,Sülüklü,Turkey
109782,Suluçem,Turkey
109783,Sultanhisar,Turkey
109784,Sultanhanı,Turkey
109785,Sultandağı,Turkey
109786,Süleymanlı,Turkey
109787,Sulak,Turkey
109788,Sulak,Turkey
109789,Şuhut,Turkey
109790,Sorgun,Turkey
109791,Soma,Turkey
109792,Solhan,Turkey
109793,Söke,Turkey
109794,Söğütlü,Turkey
109795,Kindirip,Turkey
109796,Söğüt,Turkey
109797,Sivrihisar,Turkey
109798,Sivrice,Turkey
109799,Sivrice,Turkey
109800,Siverek,Turkey
109801,Sivaslı,Turkey
109802,Sivas,Turkey
109803,Şirvan,Turkey
109804,Tililan,Turkey
109805,Şırnak,Turkey
109806,Sındırgı,Turkey
109807,Yenice,Turkey
109808,Sincik,Turkey
109809,Sincan,Turkey
109810,Sinanpaşa,Turkey
109811,Sinanköy,Turkey
109812,Simav,Turkey
109813,Silvan,Turkey
109814,Silopi,Turkey
109815,Sille,Turkey
109816,Silifke,Turkey
109817,Siirt,Turkey
109818,Seyitgazi,Turkey
109819,Seyhan,Turkey
109820,Seydişehir,Turkey
109821,Sevinç,Turkey
109822,Servi,Turkey
109823,Serinyol,Turkey
109824,Serik,Turkey
109825,Şereflikoçhisar,Turkey
109826,Şenyurt,Turkey
109827,Şenoba,Turkey
109828,Ebish,Turkey
109829,Şenköy,Turkey
109830,Senirkent,Turkey
109831,Şemdinli,Turkey
109832,Selimiye,Turkey
109833,Side,Turkey
109834,Selendi,Turkey
109835,Selçuk,Turkey
109836,Selçikler,Turkey
109837,Seksenören,Turkey
109838,Sekili,Turkey
109839,Seki,Turkey
109840,Şekerli,Turkey
109841,Şehit Nusretbey,Turkey
109842,Seferihisar,Turkey
109843,Şefaatlı,Turkey
109844,Savur,Turkey
109845,Savcılı,Turkey
109846,Kayacık,Turkey
109847,Savaştepe,Turkey
109848,Sason,Turkey
109849,Saruhanlı,Turkey
109850,Edremit,Turkey
109851,Şarkışla,Turkey
109852,Şarkîkaraağaç,Turkey
109853,Sarız,Turkey
109854,Sarıyahşi,Turkey
109855,Sarıveliler,Turkey
109856,Sarısu,Turkey
109857,Sarıoğlan,Turkey
109858,Seri,Turkey
109859,Sarıkonak,Turkey
109860,Sarıkemer,Turkey
109861,Sarıkaya,Turkey
109862,Sarıgöl,Turkey
109863,Sarıçam,Turkey
109864,Sarıbeyler,Turkey
109865,Sarayönü,Turkey
109866,Sarayköy,Turkey
109867,Saraykent,Turkey
109868,Saray,Turkey
109869,Şaphane,Turkey
109870,Sandıklı,Turkey
109871,Sancak,Turkey
109872,Samsat,Turkey
109873,Şamlı,Turkey
109874,Şambayat,Turkey
109875,Samandağ,Turkey
109876,Salihli,Turkey
109877,Salavatlı,Turkey
109878,Sakçagöz,Turkey
109879,Saimbeyli,Turkey
109880,Sağkaya,Turkey
109881,Simos,Turkey
109882,Sabuncu,Turkey
109883,Reyhanlı,Turkey
109884,Reis,Turkey
109885,Refahiye,Turkey
109886,Pütürge,Turkey
109887,Pulumer,Turkey
109888,Pozantı,Turkey
109889,Poyraz,Turkey
109890,Polatlı,Turkey
109891,Razvaliny Ayinvan,Turkey
109892,Pınarlar,Turkey
109893,Pınardere,Turkey
109894,Pınarbaşı,Turkey
109895,Pınarbaşı,Turkey
109896,Pervari,Turkey
109897,Pertek,Turkey
109898,Akpazar,Turkey
109899,Pazaryeri,Turkey
109900,Pazarören,Turkey
109901,Pazarlar,Turkey
109902,Pazarköy,Turkey
109903,Pazarcık,Turkey
109904,Payallar,Turkey
109905,Patnos,Turkey
109906,Pasinler,Turkey
109907,Pamukören,Turkey
109908,Pamukkale,Turkey
109909,Palu,Turkey
109910,Palamutlu,Turkey
109911,Özpınar,Turkey
109912,Özonak,Turkey
109913,Özdere,Turkey
109914,Özbek,Turkey
109915,Özalp,Turkey
109916,Oymataş,Turkey
109917,Oyalı,Turkey
109918,Ovakışla,Turkey
109919,Ovakent,Turkey
109920,Ovakavağı,Turkey
109921,Ovacık,Turkey
109922,Ovacık,Turkey
109923,Ovabağ,Turkey
109924,Otlukbeli,Turkey
109925,Osmanpaşa,Turkey
109926,Osmaniye,Turkey
109927,Osmancalı,Turkey
109928,Ortaköy,Turkey
109929,Ortaköy,Turkey
109930,Ortaköy,Turkey
109931,Ortaköy,Turkey
109932,Ortaklar,Turkey
109933,Ortyakent Yahşi,Turkey
109934,Ortaca,Turkey
109935,Ortaca,Turkey
109936,Ortabağ,Turkey
109937,Orhaneli,Turkey
109938,Örenşehir,Turkey
109939,Örencik,Turkey
109940,Ören,Turkey
109941,Öncül,Turkey
109942,Ömerli,Turkey
109943,Ömerköy,Turkey
109944,Okçular,Turkey
109945,Oğuzeli,Turkey
109946,Oğuz,Turkey
109947,Oğuz,Turkey
109948,Dara,Turkey
109949,Ödemiş,Turkey
109950,Obruk,Turkey
109951,Nusaybin,Turkey
109952,Nurhak,Turkey
109953,Nurettin,Turkey
109954,Nurettin,Turkey
109955,Nizip,Turkey
109956,Niğde,Turkey
109957,Nevşehir,Turkey
109958,Nazimiye,Turkey
109959,Nazilli,Turkey
109960,Demirci,Turkey
109961,Narlıdere,Turkey
109962,Narlı,Turkey
109963,Narlı,Turkey
109964,Narince,Turkey
109965,Mutki,Turkey
109966,Mut,Turkey
109967,Musabeyli,Turkey
109968,Musabeyli,Turkey
109969,Muş,Turkey
109970,Mürşitpınar,Turkey
109971,Mursal,Turkey
109972,Muratlı,Turkey
109973,Murat,Turkey
109974,Muradiye,Turkey
109975,Muradiye,Turkey
109976,Muncusun,Turkey
109977,Karaova,Turkey
109978,Muğla,Turkey
109979,Mucur,Turkey
109980,Mordoğan,Turkey
109981,Elmalıdere,Turkey
109982,Mollakendi,Turkey
109983,Minare,Turkey
109984,Balveren,Turkey
109985,Milas,Turkey
109986,Mihalıçcık,Turkey
109987,Midyat,Turkey
109988,Mezraa,Turkey
109989,Mezraa,Turkey
109990,Mezitli,Turkey
109991,Meydankapı,Turkey
109992,Meydan,Turkey
109993,Söylemez,Turkey
109994,Mersin,Turkey
109995,Mermer,Turkey
109996,Mercimekkale,Turkey
109997,Meram,Turkey
109998,Menemen,Turkey
109999,Mazıdağı,Turkey
110000,Mazgirt,Turkey
110001,Marmaris,Turkey
110002,Mardin,Turkey
110003,Mansurlu,Turkey
110004,Manisa,Turkey
110005,Manavgat,Turkey
110006,Mamak,Turkey
110007,Malazgirt,Turkey
110008,Malatya,Turkey
110009,Mahmutlar,Turkey
110010,Mahmudiye,Turkey
110011,Mağaralı,Turkey
110012,Kırobası,Turkey
110013,Maden,Turkey
110014,Lice,Turkey
110015,Levent,Turkey
110016,Kuzucubelen,Turkey
110017,Kuyulusebil,Turkey
110018,Kuyucak,Turkey
110019,Kuyucak,Turkey
110020,Kutlubey,Turkey
110021,Kütahya,Turkey
110022,Kuşsarayı,Turkey
110023,Kuşkayası,Turkey
110024,Kuşadası,Turkey
110025,Kuruçay,Turkey
110026,Kurthasanlı,Turkey
110027,Kurtalan,Turkey
110028,Kurşunlu,Turkey
110029,Sarıkavak,Turkey
110030,Beykonak,Turkey
110031,Kumluca,Turkey
110032,Kumlu,Turkey
110033,Kumlu,Turkey
110034,Kumköy,Turkey
110035,Kumdanlı,Turkey
110036,Kumçatı,Turkey
110037,Kuluncak,Turkey
110038,Kulu,Turkey
110039,Kulp,Turkey
110040,Kula,Turkey
110041,Kotum,Turkey
110042,Küçükkuyu,Turkey
110043,Denizgiren,Turkey
110044,Kozluk,Turkey
110045,Kozan,Turkey
110046,Kozaklı,Turkey
110047,Kovancılar,Turkey
110048,Kösreli,Turkey
110049,Köşk,Turkey
110050,Köseli,Turkey
110051,Kösefakılı,Turkey
110052,Korucu,Turkey
110053,Korkuteli,Turkey
110054,Korkut,Turkey
110055,Köprüören,Turkey
110056,Köprülü,Turkey
110057,Köprüköy,Turkey
110058,Köprübaşı,Turkey
110059,Konyaaltı,Turkey
110060,Konya,Turkey
110061,Konalga,Turkey
110062,Konakpınar,Turkey
110063,Konakpınar,Turkey
110064,Konaklı,Turkey
110065,Göcek,Turkey
110066,Kocatepe,Turkey
110067,Koçarlı,Turkey
110068,Kocapınar,Turkey
110069,Koçali,Turkey
110070,Kocaköy,Turkey
110071,Kocakoç,Turkey
110072,Kocahasanlı,Turkey
110073,Kocaaliler,Turkey
110074,Kızılyaka,Turkey
110075,Kızıltepe,Turkey
110076,Kızılsu,Turkey
110077,Kızılören,Turkey
110078,Kızılören,Turkey
110079,Kızılkaya,Turkey
110080,Serinhisar,Turkey
110081,Kızılcasöğüt,Turkey
110082,Kızılcadağ,Turkey
110083,Kızılcabölük,Turkey
110084,Kızılağaç,Turkey
110085,Kışlak,Turkey
110086,Kırşehir,Turkey
110087,Kırkgeçit,Turkey
110088,Kırkağaç,Turkey
110089,Kırka,Turkey
110090,Kırıkkale,Turkey
110091,Kırıkhan,Turkey
110092,Kireç,Turkey
110093,Kiraz,Turkey
110094,Kınık,Turkey
110095,Kilis,Turkey
110096,Kılbasan,Turkey
110097,Kılavuz,Turkey
110098,Kasaba,Turkey
110099,Keskin,Turkey
110100,Kepsut,Turkey
110101,Kemerhisar,Turkey
110102,Kemer,Turkey
110103,Kemer,Turkey
110104,Kemer,Turkey
110105,Kemalpaşa,Turkey
110106,Kemaliye,Turkey
110107,Kemah,Turkey
110108,Keles,Turkey
110109,Kelekçi,Turkey
110110,Keçiborlu,Turkey
110111,Keban,Turkey
110112,Kazımkarabekir,Turkey
110113,Kazanlı,Turkey
110114,Kazancı,Turkey
110115,Kazancı,Turkey
110116,Kayseri,Turkey
110117,Kaypak,Turkey
110118,Kaynar,Turkey
110119,Kaynakkaya,Turkey
110120,Kaymaz,Turkey
110121,Kaymakçı,Turkey
110122,Kayapınar,Turkey
110123,Kayapınar,Turkey
110124,Kayapa,Turkey
110125,Kayalıpınar,Turkey
110126,Salmanlı,Turkey
110127,Kayadibi,Turkey
110128,Kayabağlar,Turkey
110129,Kavaklıdere,Turkey
110130,Kavakbaşı,Turkey
110131,Kavak,Turkey
110132,Hazar,Turkey
110133,Kavacık,Turkey
110134,Kasımlar,Turkey
110135,Kaş,Turkey
110136,Karşıyaka,Turkey
110137,Aladağ,Turkey
110138,Karpuzlu,Turkey
110139,Kızılağaç,Turkey
110140,Karlıova,Turkey
110141,Karıncalı,Turkey
110142,Kargı,Turkey
110143,Karkamış,Turkey
110144,Karayün,Turkey
110145,Karayazı,Turkey
110146,Karatoprak,Turkey
110147,Karataş,Turkey
110148,Karapınar,Turkey
110149,Karaoğlanlı,Turkey
110150,Karaoğlan,Turkey
110151,Karamanlı,Turkey
110152,Karaman,Turkey
110153,Karalar,Turkey
110154,Karakoyunlu,Turkey
110155,Karaköy,Turkey
110156,Ağrı,Turkey
110157,Karaköprü,Turkey
110158,Karaköprü,Turkey
110159,Karakoçan,Turkey
110160,Karakeçili,Turkey
110161,Karakeçi,Turkey
110162,Karaisalı,Turkey
110163,Karahasanlı,Turkey
110164,Karahallı,Turkey
110165,Karadirek,Turkey
110166,Karaçoban,Turkey
110167,Karaçay,Turkey
110168,Karacaören,Turkey
110169,Karacasu,Turkey
110170,Karacadağ,Turkey
110171,Karaburun,Turkey
110172,Karaağıl,Turkey
110173,Kanlıavşar,Turkey
110174,Kangal,Turkey
110175,Kandilli,Turkey
110176,Kaman,Turkey
110177,Kalkım,Turkey
110178,Kalkan,Turkey
110179,Kabahaydar,Turkey
110180,Kale,Turkey
110181,Kale,Turkey
110182,Kâhta,Turkey
110183,Kahramanmaraş,Turkey
110184,Kadışehri,Turkey
110185,Kadirli,Turkey
110186,Kadınhanı,Turkey
110187,Kabala,Turkey
110188,Kabahaydar,Turkey
110189,İzmir,Turkey
110190,İvrindi,Turkey
110191,Isparta,Turkey
110192,Yuntdağ,Turkey
110193,İslahiye,Turkey
110194,İskenderun,Turkey
110195,Işıklar,Turkey
110196,İshaklı,Turkey
110197,Kavsan,Turkey
110198,İscehisar,Turkey
110199,İsabeyli,Turkey
110200,İnönü,Turkey
110201,İnönü,Turkey
110202,İncirliova,Turkey
110203,İncesu,Turkey
110204,İmranlı,Turkey
110205,İmamoğlu,Turkey
110206,İlyaslı,Turkey
110207,Ilıca,Turkey
110208,Ilıca,Turkey
110209,Ilıcalar,Turkey
110210,İliç,Turkey
110211,Ilgın,Turkey
110212,İkizce,Turkey
110213,İkizce,Turkey
110214,Aviski,Turkey
110215,İhsaniye,Turkey
110216,Iğdır,Turkey
110217,İdil,Turkey
110218,Teffi,Turkey
110219,İçme,Turkey
110220,Hüyük,Turkey
110221,Hozat,Turkey
110222,Hotamış,Turkey
110223,Horsunlu,Turkey
110224,Honaz,Turkey
110225,Hocalar,Turkey
110226,Gyundyukoru,Turkey
110227,Selçuklu,Turkey
110228,Hizan,Turkey
110229,Hisarcık,Turkey
110230,Hisar,Turkey
110231,Hınıs,Turkey
110232,Himmetdede,Turkey
110233,Hilvan,Turkey
110234,Hilal,Turkey
110235,Hıdırbey,Turkey
110236,Hıdırbaba,Turkey
110237,Hekimhan,Turkey
110238,Hekimdağ,Turkey
110239,Hazro,Turkey
110240,Haymana,Turkey
110241,Haydarlı,Turkey
110242,Havran,Turkey
110243,Hatunsaray,Turkey
110244,Hatip,Turkey
110245,Hassa,Turkey
110246,Alacakaya,Turkey
110247,Hasköy,Turkey
110248,Hasbek,Turkey
110249,Hasankeyf,Turkey
110250,Hasançelebi,Turkey
110251,Hasanbeyli,Turkey
110252,Haruniye,Turkey
110253,Harran,Turkey
110254,Harput,Turkey
110255,Harmanlı,Turkey
110256,Harmancık,Turkey
110257,Harbiye,Turkey
110258,Han,Turkey
110259,Hankendi,Turkey
110260,Hani,Turkey
110261,Hanköy,Turkey
110262,Hamzalı,Turkey
110263,Hamur,Turkey
110264,Hamdibey,Turkey
110265,Halkapınar,Turkey
110266,Halitpaşa,Turkey
110267,Halilçavuş,Turkey
110268,Halfeti,Turkey
110269,Tuzla,Turkey
110270,Hafik,Turkey
110271,Hadim,Turkey
110272,Hacılar,Turkey
110273,Hacıbektaş,Turkey
110274,Aydınlar,Turkey
110275,Haberli,Turkey
110276,Güzelyurt,Turkey
110277,Güzelsu,Turkey
110278,Güzelsu,Turkey
110279,Güzeloluk,Turkey
110280,Güzelbağ,Turkey
110281,Güvercinlik,Turkey
110282,Gürün,Turkey
110283,Gürpınar,Turkey
110284,Güroymak,Turkey
110285,Güre,Turkey
110286,Günyüzü,Turkey
110287,Güney,Turkey
110288,Güneren,Turkey
110289,Eksere,Turkey
110290,Homa,Turkey
110291,Salanda,Turkey
110292,Gümüşakar,Turkey
110293,Becuh,Turkey
110294,Gülveren,Turkey
110295,Gülşehir,Turkey
110296,Gülpınar,Turkey
110297,Gülnar,Turkey
110298,Kiulukioi,Turkey
110299,Güllü,Turkey
110300,Yenisu,Turkey
110301,Güleçler,Turkey
110302,Başköy,Turkey
110303,Gücük,Turkey
110304,Baraniferho,Turkey
110305,Gözpınar,Turkey
110306,Gözne,Turkey
110307,Gözler,Turkey
110308,Gözeli,Turkey
110309,Göynük,Turkey
110310,Göynük,Turkey
110311,Payamlı,Turkey
110312,Bisbin,Turkey
110313,Göreme,Turkey
110314,Gördes,Turkey
110315,Gönen,Turkey
110316,Gömeç,Turkey
110317,Gölova,Turkey
110318,Beyviran,Turkey
110319,Gölmarmara,Turkey
110320,Göllü,Turkey
110321,Gölhisar,Turkey
110322,Gölgelikonak,Turkey
110323,Göldüzü,Turkey
110324,Gölcük,Turkey
110325,Tilfetis,Turkey
110326,Gölbaşı,Turkey
110327,Gölbaşı,Turkey
110328,Göktepe,Turkey
110329,Göktepe,Turkey
110330,Göksun,Turkey
110331,Göksu,Turkey
110332,Gökoğlan,Turkey
110333,Gökdere,Turkey
110334,Ergama,Turkey
110335,Menye,Turkey
110336,Gökçen,Turkey
110337,Gökçekoru,Turkey
110338,Gökçedağ,Turkey
110339,Civankan,Turkey
110340,Selah,Turkey
110341,Gökbudak,Turkey
110342,Göçbeyli,Turkey
110343,Girmeli,Turkey
110344,Geyikpınar,Turkey
110345,Geyikli,Turkey
110346,Gevaş,Turkey
110347,Gesi,Turkey
110348,Germencik,Turkey
110349,Geriş,Turkey
110350,Gerger,Turkey
110351,Gerdzhyush,Turkey
110352,Gencek,Turkey
110353,Genç,Turkey
110354,Gemerek,Turkey
110355,Gelinkaya,Turkey
110356,Gelendost,Turkey
110357,Gelembe,Turkey
110358,Gediz,Turkey
110359,Gedikler,Turkey
110360,Timar,Turkey
110361,Gedikbaşı,Turkey
110362,Geçitli,Turkey
110363,Gebiz,Turkey
110364,Gazipaşa,Turkey
110365,Gaziemir,Turkey
110366,Gaziantep,Turkey
110367,Foça,Turkey
110368,Finike,Turkey
110369,Fındık,Turkey
110370,Fevzipaşa,Turkey
110371,Fethiye,Turkey
110372,Felahiye,Turkey
110373,Feke,Turkey
110374,Ezine,Turkey
110375,Eymirli,Turkey
110376,Evciler,Turkey
110377,Evciler,Turkey
110378,Etimesgut,Turkey
110379,Etili,Turkey
110380,Eşme,Turkey
110381,Eşme,Turkey
110382,Eskişehir,Turkey
110383,Eskil,Turkey
110384,Esendere,Turkey
110385,Eşen,Turkey
110386,Erzurum,Turkey
110387,Erzincan,Turkey
110388,Eruh,Turkey
110389,Ertuğrul,Turkey
110390,Ermenek,Turkey
110391,Erköklü,Turkey
110392,Erkilet,Turkey
110393,Ergani,Turkey
110394,Erentepe,Turkey
110395,Ereğli,Turkey
110396,Erdemli,Turkey
110397,Erciş,Turkey
110398,Erçek,Turkey
110399,Bulucan,Turkey
110400,Emirgazi,Turkey
110401,Emirdağ,Turkey
110402,Emiralem,Turkey
110403,Emet,Turkey
110404,Elvanlı,Turkey
110405,Güneysınır,Turkey
110406,Elmalı,Turkey
110407,Elmadağ,Turkey
110408,Eleşkirt,Turkey
110409,Elbistan,Turkey
110410,Elbeyli,Turkey
110411,Elbaşı,Turkey
110412,Elazığ,Turkey
110413,Celeyke,Turkey
110414,Üçpınar,Turkey
110415,Eğirdir,Turkey
110416,Eğil,Turkey
110417,Kocasinan,Turkey
110418,Edremit,Turkey
110419,Düzova,Turkey
110420,Dutluca,Turkey
110421,Duruca,Turkey
110422,Dursunbey,Turkey
110423,Durak,Turkey
110424,Dumlupınar,Turkey
110425,Sumbas,Turkey
110426,Döşemealtı,Turkey
110427,Dorutay,Turkey
110428,Dorumali,Turkey
110429,Dörtyol,Turkey
110430,Dombay,Turkey
110431,Domaniç,Turkey
110432,Doğubayazıt,Turkey
110433,Doğanyol,Turkey
110434,Doğansu,Turkey
110435,Doğanşehir,Turkey
110436,Doğanpınar,Turkey
110437,Doğanköy,Turkey
110438,Doğankent,Turkey
110439,Doğankavak,Turkey
110440,Doğanhisar,Turkey
110441,Doğanca,Turkey
110442,Doğanbeyli,Turkey
110443,Doğanbey,Turkey
110444,Dodurga,Turkey
110445,Diyarbakır,Turkey
110446,Diyadin,Turkey
110447,Divriği,Turkey
110448,Direkli,Turkey
110449,Dinek,Turkey
110450,Dinar,Turkey
110451,Dilektepe,Turkey
110452,Dikili,Turkey
110453,Dicle,Turkey
110454,Dicle,Turkey
110455,Develi,Turkey
110456,Devecikonağı,Turkey
110457,Derinkuyu,Turkey
110458,Derik,Turkey
110459,Dereyanı,Turkey
110460,Turanlı,Turkey
110461,Derebucak,Turkey
110462,Dere,Turkey
110463,Derbent,Turkey
110464,Denizli,Turkey
110465,Demiryol,Turkey
110466,Adala,Turkey
110467,Demirci,Turkey
110468,Deliktaş,Turkey
110469,Delice,Turkey
110470,Deliçay,Turkey
110471,Değirmendere,Turkey
110472,Dedeli,Turkey
110473,Dazkırı,Turkey
110474,Davutlar,Turkey
110475,Davulga,Turkey
110476,Datça,Turkey
110477,Darıkent,Turkey
110478,Dargeçit,Turkey
110479,Darende,Turkey
110480,Danişment,Turkey
110481,Damlacık,Turkey
110482,Dalyan,Turkey
110483,Dallıbahçe,Turkey
110484,Dalama,Turkey
110485,Dağyolu,Turkey
110486,Dağlıca,Turkey
110487,Dağkızılca,Turkey
110488,Serhatta,Turkey
110489,Dağ,Turkey
110490,Karahan,Turkey
110491,Dağardı,Turkey
110492,Dadaşköy,Turkey
110493,Çüngüş,Turkey
110494,Çumra,Turkey
110495,Menderes,Turkey
110496,Cumaçay,Turkey
110497,Akziyaret,Turkey
110498,Çukurca,Turkey
110499,Özvatan,Turkey
110500,Düvertepe,Turkey
110501,Hakkari,Turkey
110502,Çolaklı,Turkey
110503,Çokak,Turkey
110504,Çobanlar,Turkey
110505,Cizre,Turkey
110506,Çivril,Turkey
110507,Çırpı,Turkey
110508,Çine,Turkey
110509,Çınaraltı,Turkey
110510,Çınar,Turkey
110511,Evren,Turkey
110512,Cihanbeyli,Turkey
110513,Ashuta,Turkey
110514,Serkan,Turkey
110515,Çiğil,Turkey
110516,Girikbedro,Turkey
110517,Çiftlik,Turkey
110518,Melikgazi,Turkey
110519,Çiftlik,Turkey
110520,Çifteler,Turkey
110521,Çiftehan,Turkey
110522,Çiçekli,Turkey
110523,Çiçekdağı,Turkey
110524,Ceylanpınar,Turkey
110525,Ceyhan,Turkey
110526,Çevrimova,Turkey
110527,Cevizlik,Turkey
110528,Cevizli,Turkey
110529,Çatalan,Turkey
110530,Çetinkaya,Turkey
110531,Çeşme,Turkey
110532,Çermik,Turkey
110533,Cengerli,Turkey
110534,Çemişgezek,Turkey
110535,Çeltikçi,Turkey
110536,Çeltik,Turkey
110537,Çelikhan,Turkey
110538,Çelebi,Turkey
110539,Celâlli,Turkey
110540,Çaylı,Turkey
110541,Çaylarbaşı,Turkey
110542,Çaylar,Turkey
110543,Mans,Turkey
110544,Çayıralan,Turkey
110545,Çaybağı,Turkey
110546,Çay,Turkey
110547,Çavuşlu,Turkey
110548,Çavuş,Turkey
110549,Çavdır,Turkey
110550,Çavdarhisar,Turkey
110551,Çatalçam,Turkey
110552,Çatalarmut,Turkey
110553,Malabadi,Turkey
110554,Çatak,Turkey
110555,Çat,Turkey
110556,Çardak,Turkey
110557,Çardak,Turkey
110558,Çandır,Turkey
110559,Çandarlı,Turkey
110560,Çan,Turkey
110561,Çamlıyayla,Turkey
110562,Çamlıdere,Turkey
110563,Anamas,Turkey
110564,Çameli,Turkey
110565,Çamardı,Turkey
110566,Çaltılıbük,Turkey
110567,Çalpınar,Turkey
110568,Çalışkan,Turkey
110569,Çaldıran,Turkey
110570,Çal,Turkey
110571,Çakırlar,Turkey
110572,Keysun,Turkey
110573,Çakırbeyli,Turkey
110574,Menteşe,Turkey
110575,Çağlayancerit,Turkey
110576,Çağlayan,Turkey
110577,Çağlarca,Turkey
110578,Çağış,Turkey
110579,Dereova,Turkey
110580,Nikfer,Turkey
110581,Cinatamiho,Turkey
110582,Boğaziçi,Turkey
110583,Armutlu,Turkey
110584,Burhaniye,Turkey
110585,Buharkent,Turkey
110586,Burdur,Turkey
110587,Burç,Turkey
110588,Bünyan,Turkey
110589,Buldan,Turkey
110590,Bulanık,Turkey
110591,Bucakkışla,Turkey
110592,Buca,Turkey
110593,Bucak,Turkey
110594,Bozyazı,Turkey
110595,Bozüyük,Turkey
110596,Boztepe,Turkey
110597,Bozova,Turkey
110598,Bozova,Turkey
110599,Bozoğlak,Turkey
110600,Bozkurt,Turkey
110601,Bozkır,Turkey
110602,Taliban,Turkey
110603,Bozdoğan,Turkey
110604,Bozcaada,Turkey
110605,Bozburun,Turkey
110606,Bozarmut,Turkey
110607,Bozan,Turkey
110608,Bozalan,Turkey
110609,Bostancı,Turkey
110610,Bornova,Turkey
110611,Borlu,Turkey
110612,Bor,Turkey
110613,Bolvadin,Turkey
110614,Simek,Turkey
110615,Bölme,Turkey
110616,Böğürtlen,Turkey
110617,Boğazören,Turkey
110618,Boğazlıyan,Turkey
110619,Boğazkent,Turkey
110620,Bodrum,Turkey
110621,Bitlis,Turkey
110622,Bismil,Turkey
110623,Birgi,Turkey
110624,Birecik,Turkey
110625,Bingöl,Turkey
110626,Binatlı,Turkey
110627,Bigadiç,Turkey
110628,Beytüşşebap,Turkey
110629,Beyşehir,Turkey
110630,Beypınarı,Turkey
110631,Beylikova,Turkey
110632,Beyçayırı,Turkey
110633,Beyağaç,Turkey
110634,Kızılin,Turkey
110635,Beşpınar,Turkey
110636,Besni,Turkey
110637,Beşkonak,Turkey
110638,Beşiri,Turkey
110639,Bergama,Turkey
110640,Belören,Turkey
110641,Belören,Turkey
110642,Belevi,Turkey
110643,Belen,Turkey
110644,Demirtaş,Turkey
110645,Belek,Turkey
110646,Bekirhan,Turkey
110647,Bekilli,Turkey
110648,Behram,Turkey
110649,Beğendik,Turkey
110650,Bucak,Turkey
110651,Bedirli,Turkey
110652,Bayramiç,Turkey
110653,Bayraklı,Turkey
110654,Baykan,Turkey
110655,Bayır,Turkey
110656,Bayındır,Turkey
110657,Bayat,Turkey
110658,Batman,Turkey
110659,Başyurt,Turkey
110660,Başpınar,Turkey
110661,Başmakçı,Turkey
110662,Baskil,Turkey
110663,Başkavak,Turkey
110664,Başkale,Turkey
110665,Yoğun,Turkey
110666,Barla,Turkey
110667,Barıştepe,Turkey
110668,Banaz,Turkey
110669,Balya,Turkey
110670,Balpınar,Turkey
110671,Balpayam,Turkey
110672,Balışeyh,Turkey
110673,Balıkesir,Turkey
110674,Balcı,Turkey
110675,Balaban,Turkey
110676,Bala,Turkey
110677,Baklan,Turkey
110678,Bahşılı,Turkey
110679,Bahçesaray,Turkey
110680,Bahçe,Turkey
110681,Bağpınar,Turkey
110682,Bağlıca,Turkey
110683,Bağlıca,Turkey
110684,Bağlıca,Turkey
110685,Bağkonak,Turkey
110686,Hazekyan,Turkey
110687,Lodi,Turkey
110688,Bağdere,Turkey
110689,Bağarası,Turkey
110690,Bademli,Turkey
110691,Babatorun,Turkey
110692,Babadağ,Turkey
110693,Ayvalık,Turkey
110694,Ayvacık,Turkey
110695,Ayrancı,Turkey
110696,Tillo,Turkey
110697,Aydınkonak,Turkey
110698,İbradı,Turkey
110699,Aydıncık,Turkey
110700,Aydın,Turkey
110701,Avsallar,Turkey
110702,Avanos,Turkey
110703,Atça,Turkey
110704,Atburgazı,Turkey
110705,Atabey,Turkey
110706,Aslanapa,Turkey
110707,Aşkale,Turkey
110708,Aşağıpınarbaşı,Turkey
110709,Kale,Turkey
110710,Aşağıçiğil,Turkey
110711,Aşağı Beğdeş,Turkey
